manufacturer,model,year,transmission,mileage,fuelType,mpg,engineSize,price
Audi, A3,2019,Manual,7041,Diesel,52.3,1.6,19500
Audi, Q3,2017,Semi-Auto,21871,Petrol,47.9,1.4,21450
Audi, Q2,2019,Automatic,4500,Petrol,42.2,1.5,26000
Audi, A1,2019,Semi-Auto,5000,Petrol,45.6,1.0,20000
Audi, A3,2019,Manual,4500,Petrol,44.8,1.5,21000
Audi, A5,2018,Automatic,13453,Petrol,36.7,3.0,33990
Audi, A3,2017,Manual,16000,Diesel,65.7,2.0,18990
Audi, A5,2017,Semi-Auto,18311,Petrol,53.3,2.0,21490
Audi, Q2,2018,Manual,31612,Diesel,64.2,1.6,17990
Audi, A1,2020,Manual,6000,Petrol,47.9,1.0,20999
Audi, A4,2016,Manual,26898,Diesel,74.3,2.0,16490
Audi, RS4,2014,Semi-Auto,58460,Petrol,26.4,4.2,26490
Audi, Q7,2018,Semi-Auto,20372,Diesel,47.9,3.0,40790
Audi, A6,2014,Semi-Auto,40678,Diesel,67.3,2.0,15990
Audi, Q3,2017,Manual,16224,Diesel,50.4,2.0,23490
Audi, A5,2018,Automatic,16700,Petrol,52.3,1.4,22990
Audi, A3,2019,Automatic,6000,Petrol,43.5,1.5,26059
Audi, Q3,2019,Automatic,6000,Diesel,47.1,2.0,30990
Audi, Q8,2019,Automatic,6000,Diesel,32.8,3.0,61990
Audi, Q7,2018,Automatic,3750,Diesel,33.2,3.0,43490
Audi, Q5,2019,Automatic,5000,Petrol,32.1,2.0,34990
Audi, RS5,2019,Automatic,2000,Petrol,30.1,2.9,53990
Audi, A6,2016,Semi-Auto,25665,Diesel,50.4,3.0,24990
Audi, A1,2017,Manual,21676,Petrol,55.4,1.4,13990
Audi, Q7,2019,Automatic,3139,Diesel,33.2,3.0,49990
Audi, Q3,2019,Automatic,6000,Diesel,47.1,2.0,35990
Audi, Q5,2019,Semi-Auto,6000,Petrol,34.5,2.0,39215
Audi, Q2,2019,Manual,6000,Petrol,43.5,1.5,27120
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,25990
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,20490
Audi, A1,2017,Semi-Auto,44343,Petrol,58.9,1.4,16990
Audi, Q5,2019,Automatic,6665,Petrol,32.1,2.0,37490
Audi, Q5,2019,Semi-Auto,10000,Diesel,38.2,2.0,37990
Audi, Q7,2018,Semi-Auto,11326,Diesel,39.2,4.0,56990
Audi, A3,2019,Semi-Auto,2480,Petrol,34.9,2.0,32990
Audi, A3,2019,Automatic,6000,Diesel,52.3,1.6,26663
Audi, Q3,2019,Automatic,3027,Diesel,47.1,2.0,29490
Audi, Q7,2019,Semi-Auto,8224,Diesel,33.2,3.0,53990
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,20595
Audi, Q7,2020,Semi-Auto,6000,Diesel,33.2,3.0,62990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,29990
Audi, TT,2019,Automatic,6000,Petrol,40.9,2.0,24975
Audi, A3,2019,Semi-Auto,6000,Petrol,38.2,2.0,26990
Audi, A6,2019,Semi-Auto,6000,Diesel,37.7,3.0,41990
Audi, A3,2019,Semi-Auto,7898,Petrol,34.9,2.0,31990
Audi, Q8,2019,Semi-Auto,7793,Diesel,32.8,3.0,66990
Audi, Q3,2019,Manual,6000,Petrol,39.8,1.5,26990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,24990
Audi, A6,2019,Automatic,6000,Diesel,35.8,3.0,49990
Audi, TT,2019,Automatic,6000,Petrol,34.0,2.0,32990
Audi, Q5,2019,Automatic,6000,Petrol,32.1,2.0,35490
Audi, Q2,2019,Automatic,6000,Diesel,46.3,2.0,27790
Audi, A4,2019,Automatic,6000,Petrol,40.9,2.0,27990
Audi, A5,2017,Semi-Auto,28500,Diesel,65.7,2.0,22990
Audi, A4,2018,Semi-Auto,16669,Diesel,61.4,2.0,24990
Audi, Q3,2019,Semi-Auto,6573,Diesel,47.1,2.0,28490
Audi, Q3,2019,Semi-Auto,3009,Petrol,31.0,2.0,39990
Audi, A6,2019,Automatic,6508,Diesel,39.2,3.0,36990
Audi, Q3,2019,Automatic,7199,Petrol,32.1,2.0,34990
Audi, A3,2019,Automatic,5000,Diesel,53.3,1.6,22190
Audi, Q2,2019,Automatic,6023,Petrol,39.8,1.5,29995
Audi, A1,2019,Semi-Auto,2246,Petrol,44.8,1.5,21811
Audi, A3,2014,Automatic,24597,Hybrid,188.3,1.4,15490
Audi, RS6,2017,Semi-Auto,39300,Petrol,29.4,4.0,54490
Audi, Q3,2019,Automatic,15484,Petrol,31.7,2.0,29990
Audi, A5,2019,Semi-Auto,16177,Petrol,39.8,2.0,25750
Audi, A3,2019,Semi-Auto,7454,Petrol,41.5,1.5,23990
Audi, Q2,2018,Semi-Auto,8650,Petrol,54.3,1.4,20990
Audi, A3,2019,Semi-Auto,14246,Petrol,42.2,1.5,21990
Audi, A4,2018,Manual,13894,Petrol,50.4,1.4,20990
Audi, A5,2019,Manual,6000,Petrol,37.2,2.0,31990
Audi, A5,2019,Manual,6000,Petrol,37.2,2.0,31990
Audi, Q5,2019,Automatic,6000,Diesel,38.2,2.0,36490
Audi, Q5,2019,Automatic,6000,Diesel,39.2,2.0,31490
Audi, A6,2019,Automatic,11500,Diesel,50.4,2.0,27975
Audi, Q3,2019,Semi-Auto,7595,Diesel,38.7,2.0,31990
Audi, A8,2019,Automatic,5000,Diesel,50.4,3.0,40990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,24990
Audi, TT,2019,Manual,6000,Petrol,39.8,2.0,26990
Audi, Q2,2017,Semi-Auto,25221,Petrol,54.3,1.4,19490
Audi, Q5,2017,Semi-Auto,18495,Diesel,56.5,2.0,24990
Audi, A3,2018,Manual,13732,Petrol,54.3,1.5,22490
Audi, TT,2019,Semi-Auto,3931,Petrol,30.7,2.5,49990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,24990
Audi, TT,2019,Automatic,1791,Petrol,34.9,2.0,31750
Audi, Q7,2019,Semi-Auto,13769,Diesel,33.2,3.0,47990
Audi, Q3,2019,Manual,11130,Diesel,42.8,2.0,25490
Audi, A5,2019,Automatic,7500,Petrol,43.5,2.0,29490
Audi, A3,2020,Semi-Auto,6000,Petrol,41.5,1.5,30990
Audi, Q2,2020,Manual,6000,Petrol,43.5,1.5,26339
Audi, Q5,2019,Semi-Auto,6000,Petrol,32.1,2.0,38990
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,20595
Audi, A1,2018,Manual,19481,Petrol,55.4,1.4,15400
Audi, A1,2017,Manual,29271,Petrol,55.4,1.4,14400
Audi, Q5,2020,Semi-Auto,4000,Petrol,32.1,2.0,37000
Audi, Q2,2019,Manual,7235,Diesel,47.9,1.6,22750
Audi, Q3,2019,Automatic,6000,Petrol,31.4,2.0,37990
Audi, Q2,2019,Automatic,6000,Petrol,42.2,1.5,28355
Audi, A6,2019,Automatic,7500,Diesel,47.9,2.0,28490
Audi, A4,2019,Manual,6000,Petrol,39.2,2.0,21990
Audi, TT,2019,Automatic,5000,Petrol,38.7,2.0,26490
Audi, Q7,2019,Automatic,5000,Diesel,33.2,3.0,44990
Audi, A4,2019,Automatic,5000,Diesel,44.8,2.0,27490
Audi, A3,2019,Automatic,5999,Diesel,54.3,1.6,19000
Audi, Q3,2020,Semi-Auto,3999,Petrol,31.4,2.0,32500
Audi, Q2,2019,Manual,5433,Diesel,47.9,1.6,22750
Audi, Q2,2019,Automatic,5999,Diesel,47.9,1.6,21500
Audi, A3,2016,Manual,22740,Petrol,57.6,1.4,17400
Audi, A1,2016,Manual,23932,Diesel,72.4,1.6,14700
Audi, Q3,2017,Manual,18937,Petrol,49.6,1.4,19750
Audi, Q3,2019,Automatic,5644,Diesel,48.7,2.0,25500
Audi, TT,2016,Manual,33700,Petrol,47.1,1.8,16400
Audi, Q5,2017,Semi-Auto,13255,Petrol,40.4,2.0,31990
Audi, Q2,2017,Manual,22698,Petrol,52.3,1.4,18250
Audi, A6,2020,Semi-Auto,3999,Diesel,47.1,2.0,35000
Audi, A3,2019,Automatic,6000,Petrol,33.2,2.0,33990
Audi, A1,2019,Manual,6272,Petrol,50.4,1.0,19857
Audi, Q7,2019,Automatic,6301,Diesel,33.2,3.0,49490
Audi, A6,2019,Automatic,5999,Diesel,47.9,2.0,30000
Audi, A3,2019,Semi-Auto,8932,Diesel,54.3,1.6,20000
Audi, A5,2019,Automatic,4999,Diesel,49.6,2.0,27500
Audi, Q3,2019,Manual,5999,Petrol,40.9,1.5,27000
Audi, Q3,2016,Manual,59816,Diesel,52.3,2.0,16000
Audi, A1,2016,Manual,45998,Petrol,55.4,1.4,12000
Audi, A1,2017,Semi-Auto,17449,Petrol,64.2,1.0,13000
Audi, A1,2020,Semi-Auto,3999,Petrol,44.1,1.5,25250
Audi, Q5,2020,Semi-Auto,7499,Diesel,32.5,3.0,60000
Audi, Q3,2019,Manual,3999,Petrol,40.9,1.5,27500
Audi, A3,2015,Semi-Auto,48954,Hybrid,176.6,1.4,16000
Audi, A3,2017,Manual,20698,Petrol,54.3,1.5,19250
Audi, A4,2019,Automatic,6999,Diesel,48.7,2.0,25250
Audi, TT,2019,Automatic,6000,Petrol,40.9,2.0,30878
Audi, Q7,2019,Automatic,6000,Diesel,33.2,3.0,55990
Audi, TT,2019,Automatic,6000,Petrol,35.3,2.0,28490
Audi, Q3,2019,Manual,6000,Petrol,39.8,1.5,27990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,24990
Audi, Q3,2019,Manual,6000,Petrol,40.9,1.5,24990
Audi, A1,2020,Semi-Auto,2999,Petrol,44.8,1.0,22000
Audi, A1,2020,Manual,3999,Petrol,47.9,1.0,21000
Audi, Q7,2020,Automatic,6500,Diesel,33.2,3.0,59750
Audi, Q5,2020,Semi-Auto,2500,Diesel,37.2,2.0,45000
Audi, A1,2020,Semi-Auto,2999,Petrol,44.1,1.0,22250
Audi, Q2,2020,Manual,2999,Petrol,45.6,1.0,23000
Audi, Q7,2019,Automatic,9570,Diesel,32.1,3.0,56900
Audi, A3,2019,Automatic,12607,Diesel,52.3,1.6,18000
Audi, Q2,2019,Manual,4999,Petrol,47.1,1.0,20000
Audi, A4,2020,Semi-Auto,3999,Diesel,49.6,2.0,32500
Audi, A4,2015,Manual,54644,Diesel,61.4,2.0,13491
Audi, Q3,2016,Semi-Auto,22351,Petrol,47.9,1.4,17032
Audi, TT,2016,Manual,21705,Petrol,45.6,2.0,19472
Audi, A1,2019,Semi-Auto,7439,Petrol,40.9,2.0,21560
Audi, A6,2018,Semi-Auto,21457,Diesel,39.8,3.0,29200
Audi, A3,2016,Semi-Auto,20202,Petrol,43.5,2.0,24291
Audi, A3,2018,Semi-Auto,14464,Petrol,42.2,1.5,21991
Audi, Q5,2016,Semi-Auto,27443,Diesel,47.1,2.0,22991
Audi, A5,2016,Automatic,29325,Diesel,52.3,2.0,16926
Audi, A3,2017,Semi-Auto,48575,Petrol,49.6,2.0,16436
Audi, Q3,2019,Semi-Auto,6103,Petrol,37.2,1.5,34026
Audi, A5,2017,Automatic,25237,Diesel,68.9,2.0,19686
Audi, A1,2016,Manual,26487,Petrol,55.4,1.4,12291
Audi, Q7,2017,Semi-Auto,46566,Diesel,47.9,3.0,35991
Audi, Q7,2019,Automatic,7999,Diesel,33.2,3.0,68000
Audi, Q3,2018,Semi-Auto,16655,Petrol,45.6,1.4,24991
Audi, A3,2013,Manual,55600,Diesel,68.9,2.0,9991
Audi, A6,2016,Semi-Auto,24827,Petrol,30.7,4.0,31991
Audi, A1,2016,Manual,38876,Petrol,55.4,1.4,12491
Audi, TT,2017,Manual,38083,Petrol,47.1,1.8,16991
Audi, A3,2018,Semi-Auto,27342,Petrol,43.5,2.0,26891
Audi, A8,2018,Semi-Auto,5760,Petrol,37.7,3.0,38861
Audi, Q2,2017,Semi-Auto,39000,Diesel,58.9,2.0,22692
Audi, A3,2013,Manual,42345,Petrol,58.9,1.4,10941
Audi, A3,2019,Manual,7644,Diesel,49.6,1.6,17900
Audi, A3,2019,Semi-Auto,6278,Petrol,34.9,2.0,31750
Audi, Q2,2019,Semi-Auto,7335,Petrol,34.0,2.0,32500
Audi, A1,2016,Semi-Auto,44290,Diesel,76.3,1.6,12300
Audi, A4,2015,Semi-Auto,46877,Diesel,72.4,2.0,13750
Audi, A5,2019,Semi-Auto,3999,Diesel,49.6,2.0,27500
Audi, A3,2019,Automatic,3999,Petrol,38.2,2.0,26950
Audi, Q5,2019,Automatic,7200,Diesel,34.5,3.0,47000
Audi, A4,2015,Manual,20434,Petrol,49.6,1.8,14850
Audi, Q5,2018,Semi-Auto,16897,Diesel,54.3,2.0,28884
Audi, A1,2019,Semi-Auto,4499,Petrol,40.9,2.0,21991
Audi, A4,2018,Manual,24282,Diesel,70.6,2.0,18350
Audi, Q3,2016,Semi-Auto,10633,Petrol,47.9,1.4,20700
Audi, Q3,2017,Semi-Auto,35035,Diesel,55.4,2.0,19741
Audi, Q5,2016,Semi-Auto,77432,Diesel,47.1,2.0,17585
Audi, Q5,2016,Semi-Auto,15744,Diesel,47.1,2.0,23442
Audi, A8,2018,Semi-Auto,22688,Diesel,50.4,3.0,36441
Audi, A4,2018,Semi-Auto,14860,Petrol,50.4,1.4,20171
Audi, Q5,2016,Semi-Auto,33763,Diesel,47.1,2.0,21772
Audi, A3,2016,Semi-Auto,31513,Petrol,56.5,1.4,18381
Audi, A1,2017,Semi-Auto,19107,Petrol,70.6,1.4,17962
Audi, Q5,2020,Semi-Auto,2648,Diesel,38.2,2.0,42991
Audi, A4,2017,Semi-Auto,19860,Diesel,62.8,2.0,21382
Audi, A4,2017,Semi-Auto,16508,Petrol,49.6,1.4,20900
Audi, TT,2016,Semi-Auto,25529,Petrol,34.0,2.5,37000
Audi, TT,2015,Manual,39700,Diesel,65.7,2.0,16000
Audi, A6,2016,Semi-Auto,19862,Diesel,56.5,2.0,20000
Audi, A4,2020,Semi-Auto,2999,Diesel,39.2,3.0,46750
Audi, A1,2020,Semi-Auto,2999,Petrol,44.8,1.5,22750
Audi, A6,2019,Semi-Auto,15700,Diesel,47.9,2.0,28360
Audi, A5,2019,Semi-Auto,11000,Diesel,50.4,2.0,28320
Audi, A3,2019,Manual,8624,Petrol,48.7,1.0,17420
Audi, Q2,2017,Semi-Auto,19786,Petrol,52.3,1.4,20052
Audi, Q2,2017,Manual,52236,Petrol,50.4,1.4,17202
Audi, A5,2016,Manual,32219,Petrol,46.3,1.8,15682
Audi, Q2,2019,Semi-Auto,3588,Diesel,47.9,1.6,21944
Audi, Q3,2019,Manual,3500,Petrol,39.8,1.5,28470
Audi, A4,2020,Semi-Auto,3200,Petrol,42.2,2.0,34990
Audi, Q3,2020,Manual,2100,Petrol,39.8,1.5,31990
Audi, A1,2015,Semi-Auto,48643,Petrol,60.1,1.4,11461
Audi, A6,2020,Semi-Auto,3503,Diesel,47.9,2.0,35780
Audi, Q3,2020,Manual,2985,Diesel,42.8,2.0,32990
Audi, A4,2019,Automatic,3608,Diesel,39.2,3.0,43880
Audi, A1,2016,Manual,31104,Petrol,55.4,1.4,11761
Audi, A1,2017,Manual,28512,Petrol,55.4,1.4,12891
Audi, A4,2019,Semi-Auto,16211,Petrol,38.7,2.0,24480
Audi, A3,2019,Automatic,5505,Diesel,52.3,1.6,22510
Audi, A5,2019,Automatic,11067,Petrol,39.8,2.0,26100
Audi, Q8,2019,Automatic,10200,Diesel,33.6,3.0,48022
Audi, Q5,2016,Semi-Auto,40787,Diesel,45.6,3.0,21990
Audi, Q5,2019,Semi-Auto,6000,Diesel,32.5,3.0,67990
Audi, A5,2019,Automatic,5000,Diesel,50.4,2.0,33990
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,19979
Audi, A1,2020,Semi-Auto,5000,Petrol,44.8,1.5,24990
Audi, Q5,2020,Semi-Auto,6000,Diesel,34.5,3.0,53990
Audi, Q2,2020,Manual,6000,Petrol,43.5,1.5,24653
Audi, A5,2020,Semi-Auto,5137,Diesel,46.3,2.0,31780
Audi, Q3,2016,Manual,28448,Petrol,50.4,1.4,16596
Audi, A4,2017,Semi-Auto,25145,Petrol,52.3,2.0,21781
Audi, A1,2016,Manual,39356,Petrol,55.4,1.4,13671
Audi, Q7,2016,Semi-Auto,48322,Diesel,47.9,3.0,32989
Audi, Q5,2019,Automatic,2994,Diesel,38.2,2.0,36050
Audi, A5,2019,Semi-Auto,3633,Petrol,37.7,2.0,29630
Audi, Q5,2019,Semi-Auto,7152,Diesel,38.2,2.0,33185
Audi, Q5,2019,Automatic,5000,Diesel,34.5,3.0,52990
Audi, A4,2019,Automatic,5000,Diesel,39.2,3.0,45990
Audi, A5,2019,Automatic,5000,Diesel,51.4,2.0,31990
Audi, Q7,2020,Semi-Auto,799,Diesel,33.2,3.0,59990
Audi, Q5,2020,Semi-Auto,6000,Diesel,38.2,2.0,34990
Audi, Q7,2020,Semi-Auto,6000,Diesel,29.4,4.0,86990
Audi, Q5,2019,Semi-Auto,3525,Petrol,32.1,2.0,44033
Audi, Q2,2019,Automatic,6000,Petrol,41.5,1.5,36990
Audi, A3,2019,Automatic,4800,Diesel,52.3,1.6,26664
Audi, TT,2019,Semi-Auto,1266,Petrol,40.9,2.0,27990
Audi, Q5,2019,Automatic,6000,Diesel,38.2,2.0,33490
Audi, Q5,2019,Automatic,6000,Diesel,38.2,2.0,33990
Audi, A6,2017,Semi-Auto,51214,Diesel,51.4,3.0,22261
Audi, Q3,2018,Semi-Auto,17211,Petrol,47.9,1.4,23411
Audi, A3,2018,Semi-Auto,40125,Petrol,56.5,1.5,18291
Audi, A3,2016,Manual,42500,Diesel,70.6,2.0,11980
Audi, Q8,2019,Automatic,4968,Diesel,33.6,3.0,50576
Audi, A5,2019,Automatic,5347,Diesel,45.6,2.0,28376
Audi, Q2,2019,Manual,11422,Diesel,49.6,1.6,19430
Audi, Q2,2019,Semi-Auto,12647,Petrol,40.9,1.5,24080
Audi, Q2,2019,Semi-Auto,10025,Diesel,47.9,1.6,20760
Audi, Q2,2019,Semi-Auto,901,Petrol,42.2,1.5,26846
Audi, A3,2019,Automatic,6650,Petrol,44.1,1.5,22910
Audi, Q5,2019,Semi-Auto,3361,Petrol,32.1,2.0,37844
Audi, Q2,2019,Semi-Auto,5446,Petrol,33.2,2.0,31270
Audi, A4,2015,Automatic,68003,Diesel,47.9,3.0,14722
Audi, A3,2019,Manual,4493,Diesel,51.4,1.6,22061
Audi, Q2,2019,Manual,5151,Petrol,39.2,1.5,29665
Audi, A6,2019,Automatic,9500,Diesel,47.9,2.0,28990
Audi, Q5,2018,Semi-Auto,38500,Diesel,55.4,2.0,27841
Audi, A5,2014,Manual,23838,Diesel,60.1,2.0,14821
Audi, A1,2013,Semi-Auto,52278,Petrol,53.3,1.4,9991
Audi, A3,2020,Semi-Auto,2500,Petrol,43.5,1.5,27991
Audi, Q5,2019,Semi-Auto,13246,Diesel,39.2,2.0,28070
Audi, Q2,2019,Manual,12,Diesel,49.6,1.6,21512
Audi, A4,2019,Manual,5986,Petrol,38.2,2.0,24416
Audi, A5,2017,Automatic,16495,Petrol,36.7,3.0,29082
Audi, A4,2019,Semi-Auto,8981,Diesel,44.8,2.0,25826
Audi, A6,2016,Semi-Auto,50810,Diesel,50.4,3.0,23562
Audi, Q3,2017,Manual,46063,Diesel,53.3,2.0,17241
Audi, A5,2017,Manual,27678,Petrol,49.6,2.0,19973
Audi, Q5,2017,Semi-Auto,49158,Petrol,34.0,3.0,36641
Audi, A5,2017,Semi-Auto,36209,Petrol,38.2,3.0,26990
Audi, Q3,2017,Semi-Auto,33201,Petrol,47.9,1.4,19990
Audi, Q7,2020,Semi-Auto,6000,Diesel,29.4,4.0,84990
Audi, Q5,2016,Semi-Auto,12562,Diesel,42.2,3.0,33990
Audi, A3,2017,Manual,29657,Diesel,67.3,2.0,14490
Audi, A1,2017,Manual,15038,Petrol,55.4,1.4,13990
Audi, A1,2018,Manual,15000,Petrol,54.3,1.4,17990
Audi, Q7,2013,Semi-Auto,51753,Diesel,38.2,3.0,24490
Audi, A3,2018,Manual,15000,Petrol,55.4,1.5,20490
Audi, A4,2017,Semi-Auto,14578,Petrol,50.4,1.4,19732
Audi, A4,2016,Semi-Auto,77896,Diesel,67.3,2.0,14797
Audi, Q2,2019,Semi-Auto,10652,Diesel,46.3,2.0,27840
Audi, A5,2020,Semi-Auto,6000,Petrol,39.2,2.0,33990
Audi, A1,2019,Manual,6000,Petrol,47.9,1.0,21990
Audi, Q7,2020,Semi-Auto,6000,Diesel,33.2,3.0,59990
Audi, Q2,2018,Manual,8057,Petrol,49.6,1.4,22990
Audi, A3,2014,Semi-Auto,56732,Diesel,57.6,2.0,14102
Audi, TT,2017,Manual,35000,Diesel,62.8,2.0,16995
Audi, A3,2013,Manual,73295,Diesel,67.3,2.0,8991
Audi, A1,2016,Semi-Auto,33291,Petrol,70.6,1.4,15681
Audi, Q2,2017,Semi-Auto,9534,Petrol,54.3,1.4,20421
Audi, A5,2016,Semi-Auto,31901,Petrol,53.3,2.0,21111
Audi, A3,2019,Semi-Auto,14580,Petrol,42.2,1.5,21946
Audi, Q2,2017,Manual,22326,Petrol,52.3,1.4,18182
Audi, Q2,2019,Semi-Auto,7212,Diesel,47.9,1.6,21540
Audi, Q5,2016,Manual,34991,Diesel,49.6,2.0,19833
Audi, Q7,2019,Automatic,3052,Diesel,33.2,3.0,58216
Audi, A5,2017,Semi-Auto,32065,Diesel,65.7,2.0,20962
Audi, Q7,2019,Automatic,7511,Diesel,32.8,3.0,48266
Audi, Q2,2019,Manual,6500,Petrol,39.2,1.5,24490
Audi, A8,2018,Automatic,5289,Diesel,50.4,3.0,36990
Audi, A1,2017,Semi-Auto,26241,Petrol,57.6,1.4,13750
Audi, RS4,2020,Semi-Auto,6000,Petrol,29.1,2.9,71990
Audi, Q3,2019,Semi-Auto,2743,Petrol,32.1,2.0,32490
Audi, R8,2019,Automatic,11936,Petrol,21.4,5.2,117990
Audi, Q2,2017,Semi-Auto,4649,Petrol,52.3,1.4,23490
Audi, Q8,2018,Semi-Auto,1964,Diesel,33.6,3.0,51250
Audi, Q5,2019,Automatic,6000,Petrol,32.1,2.0,39990
Audi, A6,2015,Automatic,37200,Diesel,44.8,3.0,21490
Audi, Q5,2020,Semi-Auto,6000,Diesel,38.2,2.0,36990
Audi, A8,2018,Automatic,2490,Petrol,37.7,3.0,38990
Audi, Q2,2019,Manual,3696,Petrol,40.9,1.5,22990
Audi, A3,2019,Manual,7200,Diesel,51.4,1.6,18490
Audi, A4,2017,Manual,12823,Petrol,52.3,1.4,17490
Audi, A3,2018,Manual,20900,Petrol,54.3,1.5,19790
Audi, A3,2016,Semi-Auto,50000,Petrol,40.9,2.0,19990
Audi, Q7,2018,Automatic,19940,Diesel,39.2,4.0,56990
Audi, Q2,2016,Semi-Auto,25000,Petrol,52.3,1.4,19990
Audi, Q5,2019,Semi-Auto,2901,Diesel,34.5,3.0,51990
Audi, Q5,2013,Automatic,52822,Petrol,35.8,2.0,18990
Audi, RS4,2014,Semi-Auto,70823,Petrol,26.4,4.2,24990
Audi, A1,2019,Manual,8350,Petrol,46.3,1.5,18690
Audi, A6,2015,Automatic,37200,Diesel,44.8,3.0,21990
Audi, A1,2020,Semi-Auto,5000,Petrol,44.8,1.0,23845
Audi, Q3,2020,Semi-Auto,5000,Petrol,39.8,1.5,38990
Audi, Q5,2019,Automatic,6000,Diesel,38.2,2.0,34490
Audi, Q3,2019,Manual,5000,Petrol,40.9,1.5,24990
Audi, A5,2019,Automatic,5000,Diesel,47.1,2.0,31990
Audi, Q3,2019,Automatic,6000,Diesel,47.1,2.0,28990
Audi, TT,2019,Automatic,6000,Petrol,38.7,2.0,29975
Audi, A4,2016,Manual,75015,Diesel,62.8,2.0,15490
Audi, Q3,2016,Semi-Auto,39775,Diesel,50.4,2.0,19990
Audi, Q7,2018,Semi-Auto,20000,Diesel,39.2,4.0,54990
Audi, A3,2018,Semi-Auto,21500,Petrol,43.5,2.0,29990
Audi, A4,2018,Semi-Auto,19299,Diesel,56.5,2.0,25490
Audi, A1,2016,Manual,33500,Petrol,55.4,1.4,13990
Audi, A3,2018,Manual,23800,Petrol,49.6,2.0,19490
Audi, Q5,2019,Automatic,5000,Diesel,38.2,2.0,33490
Audi, Q2,2019,Automatic,5000,Diesel,46.3,2.0,26990
Audi, Q5,2019,Automatic,5000,Diesel,38.2,2.0,33490
Audi, A7,2019,Semi-Auto,259,Diesel,38.2,3.0,42990
Audi, Q3,2018,Semi-Auto,19100,Petrol,48.7,1.4,23990
Audi, A3,2019,Manual,6000,Petrol,43.5,1.5,24990
Audi, A3,2018,Manual,18503,Petrol,54.3,1.5,21990
Audi, A1,2020,Semi-Auto,5000,Petrol,44.8,1.5,23490
Audi, R8,2020,Semi-Auto,2000,Petrol,21.1,5.2,145000
Audi, A3,2019,Manual,6000,Diesel,52.3,1.6,22990
Audi, A3,2017,Manual,20871,Petrol,60.1,1.4,18490
Audi, Q5,2020,Semi-Auto,6000,Diesel,38.2,2.0,37990
Audi, A3,2017,Semi-Auto,18001,Petrol,56.5,1.5,19490
Audi, A4,2017,Semi-Auto,18132,Petrol,50.4,1.4,19990
Audi, Q7,2017,Automatic,29627,Diesel,39.2,4.0,49850
Audi, Q5,2020,Semi-Auto,6000,Diesel,34.5,3.0,52990
Audi, A5,2014,Semi-Auto,49353,Petrol,48.7,1.8,12490
Audi, Q5,2019,Automatic,6000,Diesel,39.2,2.0,29975
Audi, Q3,2019,Automatic,2743,Petrol,32.1,2.0,32990
Audi, A4,2016,Manual,21887,Diesel,64.2,2.0,17950
Audi, Q2,2017,Manual,18354,Petrol,50.4,1.4,20750
Audi, A3,2017,Semi-Auto,28000,Petrol,43.5,2.0,29490
Audi, RS6,2017,Automatic,39300,Petrol,29.4,4.0,54990
Audi, Q3,2019,Automatic,6000,Diesel,48.7,2.0,28990
Audi, Q3,2019,Manual,5000,Diesel,42.8,2.0,26990
Audi, TT,2019,Automatic,9081,Petrol,35.3,2.0,36990
Audi, Q8,2019,Automatic,6000,Diesel,32.8,3.0,64990
Audi, A1,2019,Semi-Auto,6000,Petrol,40.9,2.0,21490
Audi, Q3,2019,Manual,5000,Petrol,40.9,1.5,24990
Audi, A6,2019,Automatic,7400,Diesel,50.4,2.0,27990
Audi, A3,2019,Manual,100,Diesel,51.4,1.6,18490
Audi, A1,2017,Manual,30518,Petrol,39.8,2.0,17990
Audi, A4,2020,Semi-Auto,5000,Diesel,39.2,3.0,47990
Audi, TT,2019,Semi-Auto,2000,Petrol,31.0,2.5,48990
Audi, A1,2017,Automatic,30658,Petrol,56.5,1.4,14990
Audi, Q3,2020,Semi-Auto,5000,Petrol,31.4,2.0,35990
Audi, A4,2019,Manual,5000,Petrol,38.2,2.0,26490
Audi, A5,2019,Automatic,5000,Diesel,50.4,2.0,32990
Audi, Q2,2019,Semi-Auto,6042,Petrol,42.2,1.5,24990
Audi, A3,2019,Manual,5000,Petrol,42.8,1.5,22490
Audi, Q5,2019,Automatic,5000,Diesel,39.2,2.0,31490
Audi, Q3,2019,Semi-Auto,3027,Diesel,47.1,2.0,28990
Audi, Q7,2017,Automatic,19925,Diesel,47.9,3.0,35990
Audi, A3,2017,Manual,27928,Petrol,60.1,1.4,18490
Audi, A4,2014,Manual,45763,Diesel,62.8,2.0,13490
Audi, A3,2019,Semi-Auto,8473,Petrol,41.5,1.5,23990
Audi, Q2,2018,Semi-Auto,8600,Petrol,54.3,1.4,20990
Audi, Q3,2016,Manual,27500,Petrol,49.6,1.4,17990
Audi, Q3,2018,Manual,15047,Diesel,60.1,2.0,23990
